GEO_ID,NAME,P9_001N,P9_002N,P9_003N,P9_004N,P9_005N,P9_006N,P9_007N,P9_008N,P9_009N,P9_010N,P9_011N
860Z200US73834,73834,1403,289,1114,1050,1043,0,6,0,0,1,64
860Z200US73835,73835,319,7,312,288,270,2,16,0,0,0,24
860Z200US73838,73838,573,39,534,499,486,0,12,1,0,0,35
860Z200US73840,73840,643,60,583,562,535,2,21,4,0,0,21
860Z200US73841,73841,1351,119,1232,1204,820,258,116,7,0,3,28
860Z200US73842,73842,353,16,337,325,311,0,12,2,0,0,12
860Z200US73843,73843,785,44,741,699,682,3,12,1,0,1,42
860Z200US73844,73844,192,25,167,162,157,0,2,1,0,2,5
860Z200US73848,73848,1811,427,1384,1320,1299,4,16,0,0,1,64
860Z200US73851,73851,101,5,96,90,88,0,2,0,0,0,6
860Z200US73852,73852,1985,143,1842,1745,1698,4,37,0,0,6,97
860Z200US73853,73853,508,31,477,448,428,0,15,0,0,5,29
860Z200US73855,73855,149,23,126,121,120,0,1,0,0,0,5
860Z200US73857,73857,615,39,576,558,545,0,13,0,0,0,18
860Z200US73858,73858,1540,182,1358,1285,1249,2,30,4,0,0,73
860Z200US73859,73859,1369,96,1273,1220,1187,6,23,0,2,2,53
860Z200US73860,73860,1150,64,1086,1014,986,3,23,1,0,1,72
860Z200US73901,73901,148,102,46,45,43,0,2,0,0,0,1
860Z200US73931,73931,399,28,371,348,346,0,1,1,0,0,23
860Z200US73932,73932,1825,391,1434,1372,1348,3,12,6,3,0,62
860Z200US73933,73933,1574,446,1128,1084,1073,1,4,0,0,6,44
860Z200US73937,73937,195,48,147,141,141,0,0,0,0,0,6
860Z200US73938,73938,719,148,571,546,540,0,3,2,1,0,25
860Z200US73939,73939,1429,334,1095,1045,922,81,27,15,0,0,50
860Z200US73942,73942,14409,8150,6259,5873,4427,875,88,419,0,64,386
860Z200US73944,73944,377,155,222,202,198,0,4,0,0,0,20
860Z200US73945,73945,2745,1191,1554,1449,1414,1,24,9,0,1,105
860Z200US73946,73946,50,3,47,46,46,0,0,0,0,0,1
860Z200US73947,73947,438,65,373,354,353,0,0,0,0,1,19
860Z200US73949,73949,1162,435,727,688,669,5,12,2,0,0,39
860Z200US73950,73950,1771,721,1050,974,950,6,13,2,2,1,76
860Z200US73951,73951,1076,439,637,593,579,7,2,2,0,3,44
860Z200US73960,73960,35,13,22,22,22,0,0,0,0,0,0
860Z200US74001,74001,296,4,292,270,232,0,37,0,0,1,22
860Z200US74002,74002,2001,40,1961,1687,1307,7,366,5,1,1,274
860Z200US74003,74003,13751,996,12755,10952,8680,653,1462,114,6,37,1803
860Z200US74006,74006,27795,1915,25880,22830,19154,578,2225,806,2,65,3050
860Z200US74008,74008,31745,2522,29223,25768,22147,640,2013,869,11,88,3455
860Z200US74010,74010,10449,401,10048,8857,7275,425,1097,38,7,15,1191
860Z200US74011,74011,31803,2258,29545,25946,22243,1212,1612,771,15,93,3599
860Z200US74012,74012,63918,7031,56887,50462,39468,3785,3097,3816,51,245,6425
860Z200US74014,74014,41284,4300,36984,32337,26961,1355,2743,1151,12,115,4647
860Z200US74015,74015,8270,675,7595,6438,5213,86,1037,91,3,8,1157
860Z200US74016,74016,5919,156,5763,4935,3540,20,1342,25,0,8,828
860Z200US74017,74017,29083,1681,27402,23403,18393,449,4188,213,14,146,3999
860Z200US74019,74019,20333,1054,19279,16484,13533,159,2487,247,10,48,2795
860Z200US74020,74020,7207,222,6985,6273,5571,34,630,30,0,8,712
860Z200US74021,74021,21567,1400,20167,17446,14122,290,2135,809,6,84,2721
860Z200US74022,74022,1628,49,1579,1428,1207,2,215,1,0,3,151
860Z200US74023,74023,12117,733,11384,10406,8710,766,859,40,0,31,978
860Z200US74026,74026,971,57,914,810,749,17,44,0,0,0,104
860Z200US74027,74027,760,22,738,608,477,1,128,0,2,0,130
860Z200US74028,74028,1761,49,1712,1580,1336,50,188,5,1,0,132
860Z200US74029,74029,4990,232,4758,4158,3459,63,627,2,2,5,600
860Z200US74030,74030,3529,86,3443,3157,2791,48,305,5,2,6,286
860Z200US74032,74032,2298,111,2187,1882,1717,14,127,16,2,6,305
860Z200US74033,74033,13254,1013,12241,10571,7692,413,1634,787,15,30,1670
860Z200US74034,74034,147,8,139,132,127,0,5,0,0,0,7
860Z200US74035,74035,4288,210,4078,3645,2285,481,870,8,0,1,433
860Z200US74036,74036,7182,260,6922,6108,4980,48,938,132,1,9,814
860Z200US74037,74037,23727,1642,22085,19673,15107,745,1269,2464,10,78,2412
860Z200US74038,74038,2172,62,2110,1899,1669,5,188,15,3,19,211
860Z200US74039,74039,3760,122,3638,3256,2814,31,389,10,0,12,382
860Z200US74041,74041,2680,197,2483,2209,1799,38,345,17,3,7,274
860Z200US74042,74042,446,12,434,365,260,14,91,0,0,0,69
860Z200US74044,74044,7363,250,7113,6214,5645,31,495,31,4,8,899
860Z200US74045,74045,301,5,296,278,240,2,35,1,0,0,18
860Z200US74046,74046,87,6,81,67,63,2,2,0,0,0,14
860Z200US74047,74047,6931,441,6490,5770,4791,83,856,24,2,14,720
860Z200US74048,74048,5537,144,5393,4447,3345,71,1017,5,2,7,946
860Z200US74050,74050,431,49,382,312,272,0,38,2,0,0,70
860Z200US74051,74051,1928,59,1869,1611,1303,6,298,3,0,1,258
860Z200US74052,74052,1021,24,997,948,869,9,63,3,2,2,49
860Z200US74053,74053,4962,148,4814,4204,3368,16,629,182,1,8,610
860Z200US74054,74054,749,16,733,668,600,0,66,0,0,2,65
860Z200US74055,74055,48776,3936,44840,39545,32984,1649,3257,1455,63,137,5295
860Z200US74056,74056,4857,222,4635,4004,2462,89,1442,8,1,2,631
860Z200US74058,74058,3727,95,3632,3316,2444,28,834,3,0,7,316
860Z200US74059,74059,5724,233,5491,4965,4507,81,329,16,6,26,526
860Z200US74060,74060,463,10,453,427,374,6,45,0,0,2,26
860Z200US74061,74061,2125,80,2045,1747,1382,12,330,14,0,9,298
860Z200US74062,74062,993,41,952,851,795,2,50,2,0,2,101
860Z200US74063,74063,30630,1493,29137,25489,22139,493,2643,117,12,85,3648
860Z200US74066,74066,31255,1720,29535,25856,21633,694,3297,116,39,77,3679
860Z200US74068,74068,57,0,57,49,43,0,6,0,0,0,8
860Z200US74070,74070,15407,627,14780,12976,10613,84,2181,53,5,40,1804
860Z200US74071,74071,118,2,116,99,87,1,11,0,0,0,17
860Z200US74072,74072,1651,50,1601,1304,1083,2,217,0,1,1,297
860Z200US74073,74073,5366,285,5081,4483,3653,65,683,64,2,16,598
860Z200US74074,74074,32326,2064,30262,27330,24152,917,1044,1065,21,131,2932
860Z200US74075,74075,25033,1934,23099,20658,16767,1243,1035,1488,22,103,2441
860Z200US74077,74077,1286,119,1167,1072,926,52,76,18,0,0,95
860Z200US74078,74078,450,58,392,339,262,32,31,11,0,3,53
860Z200US74079,74079,4532,137,4395,3918,3449,88,341,27,2,11,477
860Z200US74080,74080,2713,85,2628,2265,1808,15,406,33,0,3,363
860Z200US74081,74081,1790,62,1728,1541,1355,8,159,8,0,11,187
860Z200US74082,74082,144,9,135,112,99,1,10,1,0,1,23
860Z200US74083,74083,1024,20,1004,847,706,20,121,0,0,0,157
860Z200US74084,74084,452,15,437,387,324,3,59,1,0,0,50
860Z200US74085,74085,2357,86,2271,2032,1867,10,148,3,2,2,239
860Z200US74103,74103,3082,336,2746,2587,1769,582,179,45,1,11,159
860Z200US74104,74104,12395,1637,10758,9493,7750,726,596,362,10,49,1265
860Z200US74105,74105,26640,2126,24514,21977,17603,2625,1230,385,36,98,2537
860Z200US74106,74106,16805,1811,14994,13386,2210,10492,479,86,72,47,1608
860Z200US74107,74107,19453,1854,17599,15164,10833,2075,1714,253,223,66,2435
860Z200US74108,74108,7545,1924,5621,4938,3469,516,551,369,21,12,683
860Z200US74110,74110,15197,6608,8589,7557,3576,2969,763,114,86,49,1032
860Z200US74112,74112,20810,4027,16783,14583,11109,1901,1214,230,40,89,2200
860Z200US74114,74114,15843,1100,14743,13261,11821,479,684,207,12,58,1482
860Z200US74115,74115,24461,10624,13837,12033,7215,3226,1332,125,49,86,1804
860Z200US74116,74116,4069,1402,2667,2306,1508,385,302,97,8,6,361
860Z200US74117,74117,129,40,89,81,44,15,14,5,0,3,8
860Z200US74119,74119,3445,230,3215,2901,2314,322,162,91,1,11,314
860Z200US74120,74120,5037,609,4428,3882,3274,323,210,60,3,12,546
860Z200US74126,74126,10338,1123,9215,8199,2204,5340,533,61,8,53,1016
860Z200US74127,74127,15669,1362,14307,12551,7160,4246,1012,69,14,50,1756
860Z200US74128,74128,12982,5305,7677,6711,4153,1468,586,400,48,56,966
860Z200US74129,74129,18755,6675,12080,10541,6574,2441,774,605,61,86,1539
860Z200US74130,74130,2212,411,1801,1606,698,758,103,40,4,3,195
860Z200US74131,74131,2988,221,2767,2468,2156,61,233,13,1,4,299
860Z200US74132,74132,10968,749,10219,9176,7331,478,598,741,4,24,1043
860Z200US74133,74133,48331,5427,42904,38255,28355,4650,1843,3201,19,187,4649
860Z200US74134,74134,23505,6233,17272,15294,10036,2628,963,1575,30,62,1978
860Z200US74135,74135,20173,1651,18522,16414,13047,1754,1027,497,13,76,2108
860Z200US74136,74136,30416,3001,27415,24655,16140,4801,1222,2322,47,123,2760
860Z200US74137,74137,28354,2080,26274,23862,19907,1276,1011,1538,22,108,2412
860Z200US74145,74145,18055,3692,14363,12489,8662,2320,834,569,11,93,1874
860Z200US74146,74146,16427,8373,8054,6956,3800,2125,494,455,20,62,1098
860Z200US74171,74171,1992,311,1681,1606,1025,436,31,94,3,17,75
860Z200US74301,74301,10612,344,10268,8702,6077,366,2174,69,2,14,1566
860Z200US74330,74330,2668,99,2569,2232,1760,6,452,7,3,4,337
860Z200US74331,74331,6590,149,6441,5692,4718,26,902,33,3,10,749
860Z200US74332,74332,1874,31,1843,1626,1291,7,320,8,0,0,217
860Z200US74333,74333,1179,23,1156,989,734,6,245,1,0,3,167
860Z200US74337,74337,4671,163,4508,3837,3095,22,696,10,2,12,671
860Z200US74338,74338,4928,234,4694,4044,2702,12,1222,98,2,8,650
860Z200US74339,74339,2296,558,1738,1533,1196,11,320,4,1,1,205
860Z200US74340,74340,222,7,215,193,135,0,57,1,0,0,22
860Z200US74342,74342,2647,59,2588,2224,1550,3,615,48,0,8,364
860Z200US74343,74343,2999,68,2931,2549,2006,17,504,16,5,1,382
860Z200US74344,74344,14923,637,14286,12742,10708,51,1864,67,25,27,1544
860Z200US74346,74346,7679,388,7291,6384,3883,19,2300,158,3,21,907
860Z200US74347,74347,2836,93,2743,2392,1452,14,902,15,3,6,351
860Z200US74349,74349,805,18,787,718,605,6,104,3,0,0,69
860Z200US74350,74350,790,34,756,640,480,0,157,2,1,0,116
860Z200US74352,74352,6070,103,5967,5094,3347,21,1695,23,3,5,873
860Z200US74354,74354,17281,829,16452,14438,10817,235,3025,102,218,41,2014
860Z200US74358,74358,235,18,217,195,141,0,52,0,0,2,22
860Z200US74359,74359,320,20,300,271,65,0,198,7,0,1,29
860Z200US74360,74360,26,0,26,21,14,0,7,0,0,0,5
860Z200US74361,74361,16699,801,15898,13305,10114,97,2947,113,17,17,2593
860Z200US74363,74363,2715,72,2643,2428,1733,16,669,8,1,1,215
860Z200US74364,74364,1811,56,1755,1520,850,5,590,64,0,11,235
860Z200US74365,74365,4081,94,3987,3412,1965,10,1404,26,0,7,575
860Z200US74366,74366,1329,30,1299,1134,731,0,397,4,0,2,165
860Z200US74367,74367,567,9,558,479,372,0,106,0,0,1,79
860Z200US74368,74368,50,0,50,43,15,0,28,0,0,0,7
860Z200US74369,74369,1767,46,1721,1563,1220,6,322,4,0,11,158
860Z200US74370,74370,3617,139,3478,3112,2290,3,804,9,5,1,366
860Z200US74401,74401,16181,984,15197,13182,7088,3839,2098,114,8,35,2015
860Z200US74403,74403,29419,2789,26630,22988,15545,1669,5371,309,18,76,3642
860Z200US74421,74421,4737,271,4466,3837,2931,284,610,7,0,5,629
860Z200US74422,74422,733,21,712,614,379,128,102,3,2,0,98
860Z200US74423,74423,905,12,893,785,595,0,190,0,0,0,108
860Z200US74425,74425,932,20,912,806,709,3,85,5,3,1,106
860Z200US74426,74426,9446,244,9202,8220,6336,256,1542,51,2,33,982
860Z200US74427,74427,1250,26,1224,1086,761,3,320,2,0,0,138
860Z200US74428,74428,899,27,872,779,623,16,136,1,0,3,93
860Z200US74429,74429,15974,776,15198,13083,10669,385,1818,139,8,64,2115
860Z200US74430,74430,463,7,456,408,337,0,68,2,0,1,48
860Z200US74431,74431,886,20,866,734,534,7,188,0,0,5,132
860Z200US74432,74432,9012,220,8792,7884,6396,221,1232,13,1,21,908
860Z200US74434,74434,8889,356,8533,7216,4857,119,2174,29,6,31,1317
860Z200US74435,74435,2826,49,2777,2429,1638,17,746,17,2,9,348
860Z200US74436,74436,4664,238,4426,3843,2956,233,614,21,3,16,583
860Z200US74437,74437,9098,326,8772,7743,5747,215,1711,40,17,13,1029
860Z200US74438,74438,399,8,391,336,260,1,74,1,0,0,55
860Z200US74441,74441,5245,195,5050,4301,2522,15,1733,14,3,14,749
860Z200US74442,74442,803,27,776,679,522,2,151,4,0,0,97
860Z200US74445,74445,2788,82,2706,2321,1742,81,484,2,0,12,385
860Z200US74446,74446,550,16,534,451,328,3,119,0,0,1,83
860Z200US74447,74447,15534,719,14815,12890,8045,2096,2614,94,4,37,1925
860Z200US74450,74450,1624,33,1591,1469,994,27,433,12,0,3,122
860Z200US74451,74451,3613,158,3455,2941,1967,25,939,8,0,2,514
860Z200US74452,74452,424,15,409,372,223,0,148,1,0,0,37
860Z200US74454,74454,2839,115,2724,2385,1740,155,477,9,0,4,339
860Z200US74455,74455,2559,46,2513,2261,1676,4,560,13,1,7,252
860Z200US74456,74456,123,5,118,103,65,16,22,0,0,0,15
860Z200US74457,74457,479,22,457,386,202,0,181,3,0,0,71
860Z200US74458,74458,213,7,206,191,104,57,29,0,0,1,15
860Z200US74459,74459,52,4,48,37,7,24,6,0,0,0,11
860Z200US74460,74460,374,12,362,325,262,1,60,0,0,2,37
860Z200US74462,74462,7437,417,7020,6288,4955,24,1277,15,2,15,732
860Z200US74463,74463,2138,127,2011,1990,1146,511,319,10,4,0,21
860Z200US74464,74464,31256,2874,28382,23982,12223,423,10948,262,15,111,4400
860Z200US74467,74467,13981,422,13559,11800,9031,622,2058,55,4,30,1759
860Z200US74468,74468,226,1,225,206,156,0,50,0,0,0,19
860Z200US74469,74469,2402,72,2330,2044,1441,79,511,9,0,4,286
860Z200US74470,74470,1267,28,1239,1083,747,4,319,5,2,6,156
860Z200US74471,74471,1463,54,1409,1150,648,15,473,9,0,5,259
860Z200US74472,74472,579,22,557,489,404,0,83,1,0,1,68
860Z200US74477,74477,19,0,19,16,14,0,2,0,0,0,3
860Z200US74501,74501,28566,1742,26824,23547,18209,1118,3930,213,30,47,3277
860Z200US74521,74521,58,6,52,51,29,1,19,0,0,2,1
860Z200US74522,74522,138,1,137,120,87,0,33,0,0,0,17
860Z200US74523,74523,5908,232,5676,5082,4008,49,988,30,1,6,594
860Z200US74525,74525,10314,466,9848,8805,6600,554,1554,47,3,47,1043
860Z200US74528,74528,166,4,162,122,93,0,29,0,0,0,40
860Z200US74530,74530,178,15,163,151,117,1,32,0,0,1,12
860Z200US74531,74531,949,49,900,847,702,4,132,8,0,1,53
860Z200US74533,74533,850,13,837,752,628,0,124,0,0,0,85
860Z200US74534,74534,223,0,223,190,143,0,44,0,0,3,33
860Z200US74535,74535,79,3,76,69,60,0,9,0,0,0,7
860Z200US74536,74536,1335,20,1315,1229,936,6,275,7,0,5,86
860Z200US74538,74538,3771,161,3610,3220,2433,19,743,12,0,13,390
860Z200US74540,74540,196,1,195,169,96,0,70,0,0,3,26
860Z200US74543,74543,364,7,357,295,260,0,35,0,0,0,62
860Z200US74546,74546,722,9,713,612,484,7,120,0,0,1,101
860Z200US74547,74547,3196,112,3084,2714,1994,43,641,28,1,7,370
860Z200US74549,74549,114,1,113,93,60,0,33,0,0,0,20
860Z200US74552,74552,989,18,971,852,614,37,195,3,1,2,119
860Z200US74553,74553,1197,31,1166,1005,735,6,262,1,0,1,161
860Z200US74554,74554,1831,129,1702,1472,1180,31,245,13,0,3,230
860Z200US74555,74555,647,14,633,563,475,2,86,0,0,0,70
860Z200US74556,74556,317,7,310,265,198,2,36,1,0,28,45
860Z200US74557,74557,511,21,490,446,394,1,37,12,0,2,44
860Z200US74558,74558,401,8,393,372,310,1,58,1,0,2,21
860Z200US74560,74560,602,19,583,505,395,0,110,0,0,0,78
860Z200US74561,74561,1905,70,1835,1628,1227,7,388,4,0,2,207
860Z200US74562,74562,746,44,702,610,478,5,127,0,0,0,92
860Z200US74563,74563,1786,32,1754,1614,1120,3,479,7,0,5,140
860Z200US74565,74565,595,10,585,499,402,3,87,7,0,0,86
860Z200US74567,74567,138,7,131,112,93,2,16,0,0,1,19
860Z200US74569,74569,537,7,530,468,369,5,93,0,1,0,62
860Z200US74570,74570,1084,48,1036,933,771,3,148,1,5,5,103
860Z200US74571,74571,3301,81,3220,2948,1643,18,1262,21,2,2,272
860Z200US74572,74572,742,22,720,612,451,2,156,1,0,2,108
860Z200US74574,74574,1067,25,1042,955,669,3,278,2,0,3,87
860Z200US74576,74576,181,3,178,157,115,0,42,0,0,0,21
860Z200US74577,74577,235,3,232,214,152,0,62,0,0,0,18
860Z200US74578,74578,5760,269,5491,4845,3710,34,1041,48,4,8,646
860Z200US74601,74601,18962,1987,16975,15218,11913,635,2288,97,257,28,1757
860Z200US74604,74604,12248,649,11599,10498,9470,125,765,99,10,29,1101
860Z200US74630,74630,785,9,776,739,669,17,47,5,0,1,37
860Z200US74631,74631,6713,574,6139,5626,5143,36,388,39,4,16,513
860Z200US74632,74632,444,12,432,406,392,0,14,0,0,0,26
860Z200US74633,74633,420,17,403,303,263,4,33,3,0,0,100
860Z200US74636,74636,225,10,215,206,198,5,0,2,0,1,9
860Z200US74637,74637,1619,61,1558,1347,888,9,444,2,1,3,211
860Z200US74640,74640,359,18,341,311,297,2,11,1,0,0,30
860Z200US74641,74641,625,15,610,541,508,0,33,0,0,0,69
860Z200US74643,74643,476,25,451,436,418,2,14,1,0,1,15
860Z200US74644,74644,453,23,430,383,289,1,92,0,0,1,47
860Z200US74646,74646,185,13,172,157,150,0,4,0,1,2,15
860Z200US74647,74647,3563,205,3358,3060,2612,30,404,12,1,1,298
860Z200US74650,74650,583,10,573,505,410,0,94,1,0,0,68
860Z200US74651,74651,741,24,717,652,252,1,391,2,0,6,65
860Z200US74652,74652,758,10,748,646,584,1,58,2,1,0,102
860Z200US74653,74653,3677,308,3369,3113,2611,39,437,14,7,5,256
860Z200US74701,74701,25823,2340,23483,20512,16058,475,3711,227,3,38,2971
860Z200US74720,74720,408,13,395,356,289,5,62,0,0,0,39
860Z200US74721,74721,25,2,23,15,14,0,1,0,0,0,8
860Z200US74722,74722,203,3,200,186,129,0,57,0,0,0,14
860Z200US74723,74723,1539,73,1466,1320,995,2,320,2,1,0,146
860Z200US74724,74724,191,1,190,167,119,0,48,0,0,0,23
860Z200US74726,74726,2191,79,2112,1922,1577,14,321,2,1,7,190
860Z200US74727,74727,1984,84,1900,1699,1203,83,405,3,0,5,201
860Z200US74728,74728,11010,781,10229,9028,6565,395,1691,57,317,3,1201
860Z200US74729,74729,2829,155,2674,2420,1972,8,419,9,1,11,254
860Z200US74730,74730,5191,302,4889,4290,3357,54,845,29,1,4,599
860Z200US74731,74731,1534,111,1423,1329,1170,14,136,3,0,6,94
860Z200US74733,74733,2719,130,2589,2367,1959,109,293,2,1,3,222
860Z200US74734,74734,864,20,844,746,631,28,85,1,0,1,98
860Z200US74735,74735,1821,39,1782,1557,1243,26,275,4,0,9,225
860Z200US74736,74736,951,51,900,796,616,21,145,5,0,9,104
860Z200US74737,74737,71,1,70,58,40,0,18,0,0,0,12
860Z200US74738,74738,445,11,434,413,250,75,86,0,0,2,21
860Z200US74740,74740,1969,70,1899,1695,1302,193,188,8,0,4,204
860Z200US74741,74741,850,45,805,733,624,21,82,0,3,3,72
860Z200US74743,74743,8307,406,7901,6982,4373,1152,1402,20,3,32,919
860Z200US74745,74745,9609,835,8774,7822,4949,1712,970,37,143,11,952
860Z200US74747,74747,252,9,243,227,177,0,48,0,0,2,16
860Z200US74748,74748,727,56,671,590,453,1,129,0,3,4,81
860Z200US74750,74750,205,6,199,180,148,12,20,0,0,0,19
860Z200US74753,74753,61,2,59,53,38,1,14,0,0,0,6
860Z200US74754,74754,383,11,372,318,243,3,70,1,0,1,54
860Z200US74755,74755,113,3,110,89,79,0,10,0,0,0,21
860Z200US74756,74756,725,10,715,630,515,9,97,1,0,8,85
860Z200US74759,74759,1043,56,987,881,594,20,266,1,0,0,106
860Z200US74760,74760,199,3,196,181,149,4,26,0,0,2,15
860Z200US74761,74761,74,2,72,61,51,0,9,0,0,1,11
860Z200US74764,74764,3252,51,3201,2763,2231,134,374,14,0,10,438
860Z200US74766,74766,1209,45,1164,1048,668,39,339,1,0,1,116
860Z200US74801,74801,22000,1373,20627,18278,14170,779,3159,92,12,66,2349
860Z200US74804,74804,22301,1539,20762,18570,15089,822,2320,289,10,40,2192
860Z200US74820,74820,31630,1965,29665,25387,18344,819,5767,359,10,88,4278
860Z200US74824,74824,1221,54,1167,1039,936,6,93,0,0,4,128
860Z200US74825,74825,2061,66,1995,1738,1340,10,378,5,0,5,257
860Z200US74826,74826,1196,51,1145,1052,891,2,146,10,1,2,93
860Z200US74827,74827,376,13,363,327,266,0,58,3,0,0,36
860Z200US74829,74829,1441,77,1364,1305,784,382,115,11,0,13,59
860Z200US74830,74830,186,9,177,151,109,1,39,0,1,1,26
860Z200US74831,74831,816,51,765,689,594,11,77,3,2,2,76
860Z200US74832,74832,885,31,854,787,737,9,38,3,0,0,67
860Z200US74833,74833,543,15,528,484,339,48,95,2,0,0,44
860Z200US74834,74834,7011,199,6812,6126,5435,231,415,25,5,15,686
860Z200US74836,74836,211,9,202,182,96,1,85,0,0,0,20
860Z200US74837,74837,144,3,141,122,97,3,21,1,0,0,19
860Z200US74839,74839,745,29,716,634,373,8,244,2,4,3,82
860Z200US74840,74840,2046,107,1939,1693,1216,44,416,3,3,11,246
860Z200US74842,74842,192,8,184,178,134,0,42,1,0,1,6
860Z200US74843,74843,260,11,249,224,186,0,38,0,0,0,25
860Z200US74844,74844,255,7,248,227,178,0,48,1,0,0,21
860Z200US74845,74845,422,12,410,353,172,29,152,0,0,0,57
860Z200US74848,74848,8143,539,7604,6904,4848,651,1360,23,2,20,700
860Z200US74849,74849,2898,114,2784,2464,1714,32,701,6,2,9,320
860Z200US74850,74850,259,17,242,206,159,2,45,0,0,0,36
860Z200US74851,74851,10759,611,10148,9141,7451,310,1289,71,3,17,1007
860Z200US74852,74852,1533,84,1449,1295,1175,10,98,2,0,10,154
860Z200US74854,74854,1783,58,1725,1552,1272,20,248,1,1,10,173
860Z200US74855,74855,4495,135,4360,3970,3526,46,370,16,7,5,390
860Z200US74856,74856,710,30,680,591,457,2,127,2,0,3,89
860Z200US74857,74857,9981,607,9374,8439,7513,128,712,60,4,22,935
860Z200US74859,74859,6074,160,5914,5241,3434,119,1655,18,0,15,673
860Z200US74860,74860,1545,46,1499,1372,1158,42,169,1,0,2,127
860Z200US74864,74864,5334,194,5140,4698,4150,113,405,15,1,14,442
860Z200US74865,74865,1760,74,1686,1520,1293,7,214,5,1,0,166
860Z200US74866,74866,49,0,49,37,29,0,7,0,0,1,12
860Z200US74867,74867,738,44,694,586,452,11,119,1,0,3,108
860Z200US74868,74868,12211,683,11528,10098,7712,285,1994,45,4,58,1430
860Z200US74869,74869,644,21,623,553,497,3,48,2,0,3,70
860Z200US74871,74871,2290,92,2198,1932,1478,27,417,5,2,3,266
860Z200US74872,74872,3379,124,3255,2911,2439,13,430,19,0,10,344
860Z200US74873,74873,11496,505,10991,9665,8066,220,1314,38,6,21,1326
860Z200US74875,74875,1051,14,1037,947,842,4,96,1,0,4,90
860Z200US74878,74878,1392,60,1332,1225,1094,4,124,1,2,0,107
860Z200US74880,74880,1832,42,1790,1629,987,105,534,0,0,3,161
860Z200US74881,74881,4556,208,4348,3952,3663,55,206,14,1,13,396
860Z200US74883,74883,2189,73,2116,1878,1180,59,628,0,5,6,238
860Z200US74884,74884,5509,241,5268,4584,2872,573,1111,15,0,13,684
860Z200US74901,74901,1832,65,1767,1535,1372,15,140,3,1,4,232
860Z200US74902,74902,4239,172,4067,3632,3031,106,462,32,1,0,435
860Z200US74930,74930,1875,46,1829,1694,1353,6,326,8,0,1,135
860Z200US74931,74931,1251,43,1208,1066,408,2,653,2,1,0,142
860Z200US74932,74932,2302,76,2226,1993,1708,9,260,15,0,1,233
860Z200US74935,74935,138,1,137,125,94,1,27,3,0,0,12
860Z200US74936,74936,1084,31,1053,908,648,19,226,8,2,5,145
860Z200US74937,74937,5188,1170,4018,3568,2853,9,668,27,5,6,450
860Z200US74939,74939,1428,71,1357,1285,896,187,197,3,2,0,72
860Z200US74940,74940,2283,132,2151,1980,1621,9,340,8,0,2,171
860Z200US74941,74941,2331,65,2266,2059,1603,9,430,8,2,7,207
860Z200US74942,74942,150,4,146,135,89,0,46,0,0,0,11
860Z200US74943,74943,78,3,75,73,59,1,13,0,0,0,2
860Z200US74944,74944,1002,37,965,863,647,2,207,1,2,4,102
860Z200US74945,74945,186,8,178,165,60,1,104,0,0,0,13
860Z200US74946,74946,37,1,36,34,28,5,0,1,0,0,2
860Z200US74947,74947,132,3,129,127,116,0,11,0,0,0,2
860Z200US74948,74948,11803,533,11270,9755,7175,108,2343,96,2,31,1515
860Z200US74949,74949,238,2,236,221,170,0,51,0,0,0,15
860Z200US74951,74951,1332,66,1266,1097,892,13,177,10,0,5,169
860Z200US74953,74953,12113,1273,10840,9658,7912,105,1516,93,17,15,1182
860Z200US74954,74954,4686,211,4475,3799,2802,207,745,30,3,12,676
860Z200US74955,74955,14340,750,13590,11714,7936,137,3488,108,2,43,1876
860Z200US74956,74956,1876,71,1805,1635,1396,8,220,9,2,0,170
860Z200US74957,74957,1049,20,1029,951,675,1,274,0,0,1,78
860Z200US74959,74959,6226,198,6028,5427,4144,342,888,48,0,5,601
860Z200US74960,74960,11937,926,11011,9650,3680,25,5883,55,7,0,1361
860Z200US74962,74962,4641,150,4491,3915,2419,91,1364,28,3,10,576
860Z200US74963,74963,521,6,515,468,341,0,127,0,0,0,47
860Z200US74964,74964,2372,129,2243,1968,1302,5,625,26,1,9,275
860Z200US74965,74965,4525,169,4356,3718,2254,3,1376,77,4,4,638
860Z200US74966,74966,3607,158,3449,3106,2459,10,610,16,3,8,343
860Z200US75001,75001,16528,3971,12557,11873,7692,2700,54,1321,5,101,684
860Z200US75002,75002,69939,10255,59684,56281,39652,7066,277,8982,30,274,3403
860Z200US75006,75006,47811,23175,24636,23310,14890,4119,133,3982,12,174,1326
860Z200US75007,75007,53960,14838,39122,37008,22606,5127,165,8829,56,225,2114
860Z200US75009,75009,21276,3451,17825,16754,15022,961,89,591,13,78,1071
860Z200US75010,75010,33186,4579,28607,27287,12742,4612,110,9664,24,135,1320
860Z200US75013,75013,48360,4459,43901,41762,23017,3567,118,14813,24,223,2139
860Z200US75019,75019,44897,6215,38682,36890,21723,2584,107,12265,25,186,1792
860Z200US75020,75020,23782,2794,20988,19259,16766,1739,463,217,8,66,1729
860Z200US75021,75021,8288,901,7387,6772,6186,359,175,29,2,21,615
860Z200US75022,75022,26781,2633,24148,22987,17574,646,77,4561,11,118,1161
860Z200US75023,75023,46777,7677,39100,36904,25399,4549,178,6503,29,246,2196
860Z200US75024,75024,45469,3678,41791,40045,17690,3314,151,18656,14,220,1746
